"tract","Name","Household_Income_rP_gP_pall"
8001009326,"North Central Westminster, Westminster, CO",57218
8059010303,"Northwest Arvada, Arvada, CO",57125
8059012044,"Summit Ridge at West Meadows, Littleton, CO",57030
8059012030,"Hangen Ranch And M&B, Evergreen, CO",56994
8059012042,"Foothill Green, Littleton, CO",56830
8059060500,"West Westminster, Westminster, CO",56780
8031004004,"Southeast, Denver, CO",56639
8014030300,"Broomfield, CO",56509
8031004106,"Northeast, Denver, CO",56471
8059009847,"Hiwan Estates And Fairway, Evergreen, CO",56454
8059011710,"Kendrick Lake, Lakewood, CO",56422
8059009806,"Applewood West, Golden, CO",56234
8059010205,"Oak Park, Arvada, CO",56214
8059011728,"Carmody, Lakewood, CO",56195
8059009830,"West Westminster, Westminster, CO",56149
8059012031,"Shadow Mountain, Evergreen, CO",56134
8059009815,"Cameo Estates, Arvada, CO",56018
8005081500,"Heather Gardens, Aurora, CO",55605
8059011712,"Green Mountain, Lakewood, CO",55588
8005080400,"Dam East/West, Aurora, CO",55584
8059012045,"Foothill Green, Littleton, CO",55400
8031004002,"South, Denver, CO",55357
8005080300,"Village East, Aurora, CO",55141
8005084500,"Aurora Knolls - Hutchinson Heights, Aurora, CO",55104
8059010504,"Applewood, Lakewood, CO",55075
8031004201,"East, Denver, CO",55075
8059009852,"Appleridge Estates, Arvada, CO",55070
8005005611,"Centennial, CO",55009
8059011951,"Thraemoor, Lakewood, CO",54894
8031012010,"Grant Ranch, Denver, CO",54867
8031004306,"East, Denver, CO",54694
8031003401,"Washington Park, Denver, CO",54602
8001009409,"North Central Westminster, Westminster, CO",54452
8059060300,"North Central Westminster, Broomfield, CO",54368
8059009828,"Kings Mill, Broomfield, CO",54363
8031002000,"Central, Denver, CO",54283
8059010210,"Scenic Heights, Arvada, CO",54272
8005085400,"Centennial, CO",54153
8059010503,"Wheat Ridge, CO",54087
8031006811,"Southeast, Denver, CO",54007
8031005300,"South, Denver, CO",53793
8005084000,"Mission Viejo, Aurora, CO",53646
8059009827,"Westcliff & Cambridge, Westminster, CO",53570
8005085900,"Aurora, CO",53565
8059009841,"Northwest Arvada, Arvada, CO",53550
8031006701,"Southeast, Denver, CO",53404
8013061400,"Superior, CO",53333
8031005502,"Fort Logan, Denver, CO",53258
8059009823,"West Westminster, Westminster, CO",53144
8005084700,"Mission Viejo, Aurora, CO",53074
8013012510,"Devil's Thumb - Rolling Hill, Boulder, CO",53034
8014031200,"Broomfield, CO",52987
8005005619,"Littleton, CO",52948
8013060600,"Superior, CO",52932
8059010306,"Allendale Area, Arvada, CO",52902
8005005614,"Centennial, CO",52848
8059011701,"Belmar Park, Lakewood, CO",52834
8059009824,"West Westminster, Westminster, CO",52804
8005006858,"Denver Tech Center, Greenwood Village, CO",52744
8059012041,"Littleton, CO",52601
8059011731,"Bear Creek, Lakewood, CO",52575
8005087200,"Denver, CO",52542
8031004005,"University Park, Denver, CO",52503
8059012026,"Evergreen, CO",52375
8059060400,"North Central Westminster, Broomfield, CO",52363
8031004006,"South, Denver, CO",52357
8001008536,"Commerce City, CO",52260
8005080200,"Village East, Aurora, CO",52187
8005007106,"Aurora, CO",52168
8031002902,"South, Denver, CO",52147
8001008547,"Thornton, CO",51976
8059011709,"Kendrick Lake, Lakewood, CO",51896
8005084300,"Aurora, CO",51793
8001009327,"Northglenn, CO",51768
8059009843,"Golden, CO",51716
8005082500,"Meadowood, Aurora, CO",51713
8001008529,"Thornton, CO",51684
8059012027,"Indian Hills, CO",51539
8013013702,"Nederland, CO",51523
8059010000,"Kinney Runn, Golden, CO",51515
8005086200,"Centennial, CO",51455
8005083300,"Aurora Knolls - Hutchinson Heights, Aurora, CO",51448
8001008550,"Thornton, CO",51358
8059009808,"Golden, CO",51292
8001009408,"North Central Westminster, Westminster, CO",51193
8005082200,"Aurora, CO",51006
8031001701,"Ballpark, Denver, CO",50892
8005086100,"Saddle Rock Ridge, Centennial, CO",50889
8005083500,"Country Lane, Aurora, CO",50840
8031004202,"East, Denver, CO",50745
8059010206,"Club Crest, Arvada, CO",50715
8005083400,"Seven Hills, Aurora, CO",50674
8005006713,"Englewood, CO",50546
8031003300,"Central, Denver, CO",50510
8005084600,"Pheasant Run, Aurora, CO",50399
8005006603,"Littleton, CO",50258
8059015900,"Lakewood, CO",50227
8001008537,"Henderson, CO",50170
8031006814,"Southeast, Denver, CO",49996
8059011708,"Glennon Heights, Lakewood, CO",49971
8059012038,"Willowbrook, Morrison, CO",49968
8059012046,"Littleton, CO",49915
8059012047,"Kipling Hills, Littleton, CO",49885
8031006810,"Southeast, Denver, CO",49831
8005083900,"Meadow Hills, Aurora, CO",49776
8005084800,"Prides Crossing, Aurora, CO",49685
8059009807,"Applewood West, Golden, CO",49675
8005005952,"Englewood, CO",49670
8059010209,"South Westminster, Arvada, CO",49621
8059009833,"Lake Arbor Fairways, Arvada, CO",49619
8005080500,"East Ridge - Ptarmigan Park, Aurora, CO",49460
8059009834,"West Westminster, Arvada, CO",49435
8031005200,"East, Denver, CO",49431
8059009849,"Lakota Hills, Golden, CO",49396
8014030700,"Broomfield, CO",49244
8005007101,"Byers, CO",49213
8005084100,"Carriage Place, Aurora, CO",49208
8001008551,"Thornton, CO",49165
8059010304,"Alta Vista Area, Arvada, CO",49100
8059011202,"Creighton, Lakewood, CO",48963
8031015300,"Denver, CO",48841
8031011902,"Bear Valley, Denver, CO",48548
8005083600,"Aurora, CO",48543
8005085800,"Prides Crossing, Aurora, CO",48537
8014030200,"Broomfield, CO",48476
8059011711,"Foothills, Lakewood, CO",48285
8031003202,"Cheesman Park, Denver, CO",48252
8001008523,"Brighton, CO",48233
8059010211,"Scenic Heights, Arvada, CO",48065
8031011903,"Bear Valley, Denver, CO",47993
8001009406,"East Central Westminster, Westminster, CO",47978
8005082800,"Aurora Highlands, Aurora, CO",47888
8005006400,"Englewood, CO",47871
8059011904,"Lakewood, CO",47824
8005082400,"Aurora, CO",47811
8059009900,"Golden, CO",47770
8059010502,"Bel Aire, Wheat Ridge, CO",47758
8005081400,"Heather Gardens, Aurora, CO",47755
8001008508,"Thornton, CO",47717
8005082900,"Louisiana Purchase, Aurora, CO",47716
8059010308,"Arvada Plaza Area, Arvada, CO",47659
8031005102,"East, Denver, CO",47441
8014030000,"Broomfield, CO",47387
8059012039,"Friendly Hills, Morrison, CO",47377
8059011702,"Kendrick Lake, Lakewood, CO",47355
8031012014,"Marston, Littleton, CO",47283
8005007103,"Bennett, CO",47239
8031004405,"East, Denver, CO",47183
8005007104,"Aurora, CO",47127
8005082700,"Aurora Highlands, Aurora, CO",46838
8031007013,"East, Denver, CO",46790
8059010208,"Highlands, Arvada, CO",46756
8059009831,"West Central Westminster, Westminster, CO",46749
8005081600,"Meadowood, Aurora, CO",46736
8005005800,"Englewood, CO",46713
8005082100,"Centre Pointe, Aurora, CO",46701
8031005503,"Fort Logan, Denver, CO",46643
8001060200,"North Westminster, Denver, CO",46634
8059011804,"Lasley, Lakewood, CO",46625
8031003001,"Platt Park, Denver, CO",46603
8005084400,"Aurora, CO",46544
8014030800,"Broomfield, CO",46521
8031003004,"South, Denver, CO",46475
8059009832,"Far Horizons, Arvada, CO",46398
8005006502,"Littleton, CO",46279
8005083200,"Tallgrass, Aurora, CO",46257
8001008401,"Bennett, CO",46254
8005006604,"Littleton, CO",46214
8005083800,"Meadow Hills, Aurora, CO",46157
8059011729,"Bear Creek, Lakewood, CO",46100
8031003902,"Cory - Merrill, Denver, CO",46047
8005080900,"Aurora Hills, Aurora, CO",45801
8001009401,"Westminster, CO",45706
8001008539,"Commerce City, CO",45592
8005086000,"Saddle Rock Ridge, Aurora, CO",45546
8005083100,"Sterling Hills, Aurora, CO",45514
8031001702,"Central, Denver, CO",45418
8059010213,"Lamar Heights Area, Arvada, CO",45350
8005080600,"Heather Ridge, Aurora, CO",45299
8059010901,"Applewood West, Golden, CO",45203
8005081300,"Willow Park, Aurora, CO",45193
8059015800,"Applewood, Lakewood, CO",45133
8031003002,"Rosedale, Denver, CO",45073
8001009207,"Thornton, CO",44934
8001008549,"Brighton, CO",44924
8005080700,"Utah Park, Aurora, CO",44874
8059011730,"Bear Creek, Lakewood, CO",44778
8005005620,"Littleton, CO",44715
8001009607,"Westminster, CO",44697
8001009204,"Thornton, CO",44579
8031004801,"Southwest, Denver, CO",44550
8059010701,"Barths, Wheat Ridge, CO",44520
8031004003,"South, Denver, CO",44483
8031002702,"Central, Denver, CO",44330
8001008534,"Grange Creek, Thornton, CO",44329
8001008538,"Reunion, Commerce City, CO",44246
8059010603,"Barths, Wheat Ridge, CO",44223
8031006901,"Goldsmith, Denver, CO",44137
8059011723,"Foothills, Lakewood, CO",44071
8001009321,"Federal Heights, CO",43994
8001008507,"Northglenn, CO",43931
8059011733,"Union Square, Lakewood, CO",43900
8005087100,"Dayton Triangle, Aurora, CO",43856
8031005002,"East, Denver, CO",43783
8001009304,"Northglenn, CO",43715
8059010212,"Lamar Heights Area, Arvada, CO",43692
8059010307,"Allendale Area, Arvada, CO",43687
8001009608,"Arvada, CO",43653
8001009407,"Westminster, CO",43599
8005005553,"Englewood, CO",43445
8005006300,"Englewood, CO",43331
8031004301,"East, Denver, CO",43318
8005004952,"Glendale, CO",43203
8031000501,"Northwest, Denver, CO",43146
8005006501,"Littleton, CO",43097
8059010305,"Alta Vista Area, Arvada, CO",42809
8005085700,"Prides Crossing, Aurora, CO",42747
8059010604,"Barths, Wheat Ridge, CO",42605
8001009206,"Thornton, CO",42561
8031004304,"East, Denver, CO",42538
8005084200,"Carriage Place, Aurora, CO",42482
8005080100,"Expo Park, Aurora, CO",42388
8059010100,"East Old Golden Rd, Golden, CO",42373
8001008533,"Northglenn, CO",42274
8031015700,"Southwest, Denver, CO",41783
8005006200,"Englewood, CO",41660
8005086800,"Denver, CO",41591
8059011100,"Eiber, Lakewood, CO",41527
8005081200,"Sable Ridge, Aurora, CO",41455
8031003201,"Central, Denver, CO",41439
8031002803,"Central, Denver, CO",41329
8005082300,"Horseshoe Park, Aurora, CO",41257
8005087000,"Dayton Triangle, Denver, CO",41257
8005080000,"Expo Park, Aurora, CO",41184
8059011805,"South Alameda, Lakewood, CO",41071
8001009323,"Northglenn, CO",41027
8059011732,"Union Square, Lakewood, CO",41018
8031002801,"Alamo Placita, Denver, CO",41015
8001008535,"Henderson, CO",40969
8031004302,"Hale, Denver, CO",40962
8031007037,"East, Denver, CO",40959
8059011602,"North Alameda, Lakewood, CO",40841
8031008389,"Green Valley Ranch, Denver, CO",40738
8001009104,"Thornton, CO",40678
8031005001,"East, Denver, CO",40664
8001009307,"Denver, CO",40655
8059010902,"Eiber, Lakewood, CO",40626
8005006100,"Englewood, CO",40527
8031007088,"East, Denver, CO",40490
8031000302,"Northwest, Denver, CO",40373
8001008505,"Northglenn, CO",40351
8031003701,"Central, Denver, CO",40180
8005087300,"Denver, CO",40162
8001009306,"Denver, CO",40103
8059011000,"Morse Park, Lakewood, CO",40044
8031003702,"Central, Denver, CO",40001
8031002602,"Central, Denver, CO",39892
8001008353,"Northeast, Aurora, CO",39886
8001009603,"South Westminster, Westminster, CO",39802
8059011806,"South Alameda, Lakewood, CO",39600
8031004700,"Southwest, Denver, CO",39534
8031006813,"Southeast, Denver, CO",39414
8001008506,"Northglenn, CO",39358
8005007105,"Aurora, CO",39298
8005007702,"Lynn Knoll, Aurora, CO",39263
8059010403,"Fruitdale, Wheat Ridge, CO",39220
8031002601,"Central, Denver, CO",39156
8005086900,"Denver, CO",38996
8001009309,"Westminster, CO",38940
8005007703,"Highland Park, Aurora, CO",38922
8059011300,"Edgewater, CO",38819
8059011803,"Greenbriar - Cloverdale, Lakewood, CO",38676
8001009310,"Denver, CO",38614
8001009001,"Denver, CO",38452
8005082600,"Tollgate Overlook, Aurora, CO",38444
8031015500,"East, Denver, CO",38321
8001009101,"Thornton, CO",38173
8001009502,"Denver, CO",38133
8005004951,"Denver, CO",38120
8001008200,"Morris Heights, Aurora, CO",38102
8005006601,"Littleton, CO",37993
8059011601,"North Alameda, Denver, CO",37843
8005006000,"Englewood, CO",37805
8001009604,"South Westminster, Westminster, CO",37651
8001009002,"Denver, CO",37541
8001009501,"South Westminster, Westminster, CO",37532
8005005951,"Englewood, CO",37374
8031003003,"University, Denver, CO",37347
8031000102,"Berkeley, Denver, CO",37336
8005005552,"Englewood, CO",37303
8059010402,"I-70 Corridor, Arvada, CO",37190
8005007500,"Jewell Heights - Hoffman Heights, Aurora, CO",37146
8031015400,"Northwest, Denver, CO",36952
8059010702,"Wheat Ridge, CO",36772
8001015000,"Denver, CO",36693
8005080800,"Aurora Hills, Aurora, CO",36682
8005081100,"City Center, Aurora, CO",36681
8031000303,"Northwest, Denver, CO",36677
8031007089,"East, Denver, CO",36575
8001009752,"Denver, CO",36573
8001009308,"Denver, CO",36571
8001009553,"Denver, CO",36489
8005081900,"Laredo Highline, Aurora, CO",36400
8001009322,"Thornton, CO",36347
8059010406,"Arvada, CO",36238
8031004601,"West, Denver, CO",36140
8005082000,"Centretech, Aurora, CO",36111
8001009202,"Thornton, CO",36105
8001009316,"Thornton, CO",36099
8031007006,"Denver, CO",35693
8031004603,"Harvey Park, Denver, CO",35641
8001009203,"Thornton, CO",35621
8001008309,"Norfolk Glen, Aurora, CO",35344
8001009751,"Denver, CO",35329
8031001401,"Ruby Hill, Denver, CO",35323
8031005104,"East, Denver, CO",35306
8005005700,"Englewood, CO",35222
8031001301,"West, Denver, CO",35168
8031000301,"Berkeley, Denver, CO",35131
8001008100,"Fitzsimons, Aurora, CO",35113
8031002901,"Washington Park West, Denver, CO",35005
8031002802,"Central, Denver, CO",34940
8031001402,"Ruby Hill, Denver, CO",34810
8001009606,"Denver, CO",34748
8005081800,"Chambers Heights, Aurora, CO",34728
8031008391,"Northeast, Denver, CO",34710
8031008388,"Gateway, Denver, CO",34652
8005081000,"City Center North, Aurora, CO",34552
8031001302,"West, Denver, CO",34462
8001009318,"Thornton, CO",34459
8001008901,"Commerce City, CO",34439
8001008000,"Aurora, CO",34438
8005007400,"Delmar Parkway, Aurora, CO",34284
8001009103,"Thornton, CO",34113
8031004103,"East, Denver, CO",34027
8005007704,"Highline Villages, Aurora, CO",33927
8001008705,"Commerce City, CO",33927
8031004602,"Mar Lee, Denver, CO",33715
8031008390,"Green Valley Ranch, Denver, CO",33692
8031003703,"Central, Denver, CO",33474
8031000201,"Chaffee Park, Denver, CO",33421
8005005551,"South, Denver, CO",33207
8031000902,"Barnum West, Denver, CO",33200
8001009319,"Federal Heights, CO",33161
8031002701,"Capitol Hill, Denver, CO",33125
8005007600,"Jewell Heights - Hoffman Heights, Aurora, CO",33118
8059011550,"Country Club, Lakewood, CO",33045
8031000701,"West, Denver, CO",32876
8059011402,"Edgewood, Lakewood, CO",32692
8031000402,"Highland, Denver, CO",32605
8001008308,"Sable Altura Chambers, Aurora, CO",32576
8001008801,"Commerce City, CO",32468
8059010405,"I-70 Corridor, Arvada, CO",32464
8031004504,"West, Denver, CO",32171
8031002100,"Central, Denver, CO",32163
8031000502,"Northwest, Denver, CO",32121
8031001500,"Globeville, Denver, CO",31991
8031015600,"South, Denver, CO",31896
8001008706,"Commerce City, CO",31867
8031000202,"Northwest, Denver, CO",31803
8031001101,"Northwest, Denver, CO",31779
8031008387,"Northeast, Denver, CO",31740
8005007201,"Sunny Vale, Aurora, CO",31695
8031000905,"Villa Park, Denver, CO",31584
8031003500,"North, Denver, CO",31538
8001008709,"Commerce City, CO",31397
8031000401,"Sunnyside, Denver, CO",31331
8031002703,"Central, Denver, CO",31295
8005007202,"Aurora, CO",31284
8001009320,"Westminster, CO",31232
8001008802,"Commerce City, CO",31155
8031001102,"Highland, Denver, CO",30602
8031000903,"Barnum, Denver, CO",30446
8031001800,"Central, Denver, CO",30442
8031001000,"Valverde, Denver, CO",30062
8059011401,"Edgewood, Lakewood, CO",29915
8031008312,"Montbello, Denver, CO",29880
8031000702,"West, Denver, CO",29778
8031008305,"Montbello, Denver, CO",29739
8031004104,"East, Denver, CO",29715
8031004505,"West, Denver, CO",29626
8031008304,"Montbello, Denver, CO",29608
8031003101,"Central, Denver, CO",29544
8031008386,"Montbello, Denver, CO",29417
8031000904,"Villa Park, Denver, CO",29412
8031008306,"Northeast, Denver, CO",28977
8031004506,"West, Denver, CO",28177
8031004404,"East, Denver, CO",28124
8001007900,"Aurora, CO",28112
8031001403,"Overland, Denver, CO",27891
8031004403,"East, Denver, CO",27653
8031003601,"North, Denver, CO",27286
8031004503,"West, Denver, CO",27176
8031003602,"North, Denver, CO",27152
8005007301,"Jewell Heights - Hoffman Heights, Aurora, CO",26881
8031003603,"North, Denver, CO",26379
8031001901,"Central, Denver, CO",26139
8031002300,"North, Denver, CO",25975
8031000800,"Sun Valley, Denver, CO",25833
8001007802,"North Aurora, Aurora, CO",25817
8005007302,"Delmar Parkway, Aurora, CO",25757
8031000600,"Jefferson Park, Denver, CO",25397
8031003102,"Central, Denver, CO",25385
8031004102,"East, Denver, CO",24426
8031001600,"North, Denver, CO",23990
8031004101,"East, Denver, CO",23326
8001007801,"North Aurora, Aurora, CO",22803
8031002403,"Five Points, Denver, CO",22780
8031002402,"North, Denver, CO",22517
8001988700,"Denver, CO",
8031980000,"Denver, CO",
8059980000,"Denver, CO",
8031001902,"Northwest, Denver, CO",
8031004107,"Northeast, Denver, CO",
8005007107,"Aurora, CO",
8031980100,"Montbello, Denver, CO",
8059980400,"Jefferson County, CO",
